Date;Open;High;Low;Close;Adj Close;Volume
08/12/2017;1.263000;1.263000;1.253000;1.253000;1.253000;0
11/12/2017;1.250000;1.265000;1.250000;1.263000;1.263000;0
12/12/2017;1.313000;1.313000;1.310000;1.310000;1.310000;0
13/12/2017;1.310000;1.315000;1.270000;1.273000;1.273000;0
14/12/2017;1.278000;1.293000;1.278000;1.283000;1.283000;0
15/12/2017;1.280000;1.290000;1.280000;1.285000;1.285000;0
18/12/2017;1.290000;1.320000;1.290000;1.315000;1.315000;0
19/12/2017;1.348000;1.353000;1.343000;1.353000;1.353000;0
20/12/2017;1.353000;1.370000;1.350000;1.350000;1.350000;0
21/12/2017;1.350000;1.350000;1.320000;1.320000;1.320000;0
22/12/2017;1.320000;1.320000;1.295000;1.298000;1.298000;0
26/12/2017;1.313000;1.315000;1.293000;1.303000;1.303000;0
27/12/2017;1.433000;1.435000;1.408000;1.408000;1.408000;0
28/12/2017;1.393000;1.413000;1.370000;1.370000;1.370000;0
29/12/2017;1.365000;1.380000;1.350000;1.355000;1.355000;0
02/01/2018;1.388000;1.400000;1.375000;1.378000;1.378000;0
03/01/2018;1.388000;1.390000;1.368000;1.370000;1.370000;0
04/01/2018;1.370000;1.375000;1.370000;1.370000;1.370000;0
05/01/2018;1.370000;1.370000;1.370000;1.370000;1.370000;0
08/01/2018;1.370000;1.380000;1.370000;1.380000;1.380000;0
09/01/2018;1.418000;1.420000;1.413000;1.415000;1.415000;0
10/01/2018;1.420000;1.423000;1.395000;1.395000;1.395000;0
11/01/2018;1.390000;1.405000;1.390000;1.403000;1.403000;0
12/01/2018;1.398000;1.415000;1.395000;1.410000;1.410000;0
16/01/2018;1.415000;1.425000;1.395000;1.395000;1.395000;0
17/01/2018;1.413000;1.415000;1.408000;1.415000;1.415000;0
18/01/2018;1.410000;1.418000;1.405000;1.405000;1.405000;0
19/01/2018;1.400000;1.403000;1.398000;1.403000;1.403000;0
22/01/2018;1.400000;1.400000;1.390000;1.390000;1.390000;0
23/01/2018;1.418000;1.418000;1.410000;1.413000;1.413000;0
24/01/2018;1.413000;1.415000;1.403000;1.410000;1.410000;0
25/01/2018;1.398000;1.400000;1.390000;1.393000;1.393000;0
26/01/2018;1.388000;1.388000;1.380000;1.388000;1.388000;0
29/01/2018;1.395000;1.395000;1.375000;1.375000;1.375000;0
30/01/2018;1.413000;1.428000;1.413000;1.425000;1.425000;0
31/01/2018;1.428000;1.443000;1.420000;1.430000;1.430000;0
01/02/2018;1.425000;1.455000;1.420000;1.453000;1.453000;0
02/02/2018;1.445000;1.455000;1.445000;1.450000;1.450000;0
05/02/2018;1.445000;1.463000;1.445000;1.458000;1.458000;0
06/02/2018;1.498000;1.498000;1.478000;1.488000;1.488000;0
07/02/2018;1.500000;1.533000;1.495000;1.515000;1.515000;0
08/02/2018;1.513000;1.533000;1.510000;1.515000;1.515000;0
09/02/2018;1.513000;1.525000;1.513000;1.525000;1.525000;0
12/02/2018;1.535000;1.558000;1.533000;1.535000;1.535000;0
13/02/2018;1.563000;1.580000;1.553000;1.570000;1.570000;0
14/02/2018;1.563000;1.575000;1.538000;1.550000;1.550000;0
15/02/2018;1.538000;1.560000;1.538000;1.560000;1.560000;0
16/02/2018;1.560000;1.570000;1.560000;1.570000;1.570000;0
20/02/2018;1.583000;1.585000;1.570000;1.573000;1.573000;0
21/02/2018;1.610000;1.613000;1.603000;1.608000;1.608000;0
22/02/2018;1.613000;1.613000;1.605000;1.605000;1.605000;0
23/02/2018;1.603000;1.605000;1.603000;1.605000;1.605000;0
26/02/2018;1.600000;1.613000;1.600000;1.608000;1.608000;0
27/02/2018;1.640000;1.640000;1.635000;1.635000;1.635000;0
28/02/2018;1.630000;1.630000;1.618000;1.618000;1.618000;0
01/03/2018;1.610000;1.618000;1.590000;1.590000;1.590000;0
02/03/2018;1.588000;1.605000;1.588000;1.605000;1.605000;0
05/03/2018;1.610000;1.630000;1.610000;1.625000;1.625000;0
06/03/2018;1.638000;1.653000;1.638000;1.643000;1.643000;0
07/03/2018;1.643000;1.650000;1.640000;1.650000;1.650000;0
08/03/2018;1.645000;1.645000;1.635000;1.635000;1.635000;0
09/03/2018;1.630000;1.640000;1.630000;1.635000;1.635000;0
12/03/2018;1.635000;1.645000;1.635000;1.643000;1.643000;0
13/03/2018;1.665000;1.690000;1.665000;1.690000;1.690000;0
14/03/2018;1.710000;1.718000;1.700000;1.718000;1.718000;0
15/03/2018;1.723000;1.735000;1.723000;1.733000;1.733000;0
16/03/2018;1.728000;1.740000;1.728000;1.738000;1.738000;0
19/03/2018;1.758000;1.760000;1.728000;1.728000;1.728000;0
20/03/2018;1.760000;1.760000;1.758000;1.758000;1.758000;0
21/03/2018;1.755000;1.760000;1.695000;1.710000;1.710000;0
22/03/2018;1.683000;1.693000;1.670000;1.683000;1.683000;0
23/03/2018;1.688000;1.695000;1.685000;1.688000;1.688000;0
26/03/2018;1.705000;1.713000;1.698000;1.705000;1.705000;0
27/03/2018;1.753000;1.755000;1.733000;1.733000;1.733000;0
28/03/2018;1.710000;1.720000;1.693000;1.695000;1.695000;0
29/03/2018;1.695000;1.705000;1.670000;1.670000;1.670000;0
02/04/2018;1.683000;1.688000;1.683000;1.683000;1.683000;0
03/04/2018;1.738000;1.740000;1.713000;1.713000;1.713000;0
04/04/2018;1.705000;1.705000;1.668000;1.668000;1.668000;0
05/04/2018;1.660000;1.678000;1.660000;1.675000;1.675000;0
06/04/2018;1.675000;1.680000;1.675000;1.680000;1.680000;0
09/04/2018;1.680000;1.680000;1.675000;1.675000;1.675000;0
10/04/2018;1.710000;1.715000;1.693000;1.695000;1.695000;0
11/04/2018;1.693000;1.695000;1.688000;1.693000;1.693000;0
12/04/2018;1.690000;1.705000;1.690000;1.705000;1.705000;0
13/04/2018;1.710000;1.718000;1.710000;1.718000;1.718000;0
16/04/2018;1.718000;1.733000;1.713000;1.713000;1.713000;0
17/04/2018;1.740000;1.755000;1.740000;1.755000;1.755000;0
18/04/2018;1.750000;1.783000;1.750000;1.770000;1.770000;0
19/04/2018;1.768000;1.790000;1.768000;1.783000;1.783000;0
20/04/2018;1.770000;1.783000;1.765000;1.765000;1.765000;0
23/04/2018;1.770000;1.783000;1.770000;1.783000;1.783000;0
24/04/2018;1.833000;1.835000;1.823000;1.823000;1.823000;0
25/04/2018;1.815000;1.818000;1.813000;1.815000;1.815000;0
26/04/2018;1.785000;1.800000;1.785000;1.785000;1.785000;0
27/04/2018;1.780000;1.785000;1.768000;1.770000;1.770000;0
30/04/2018;1.773000;1.788000;1.763000;1.763000;1.763000;0
01/05/2018;1.823000;1.823000;1.808000;1.810000;1.810000;0
02/05/2018;1.815000;1.820000;1.785000;1.785000;1.785000;0
03/05/2018;1.790000;1.790000;1.780000;1.788000;1.788000;0
04/05/2018;1.785000;1.798000;1.785000;1.793000;1.793000;0
07/05/2018;1.790000;1.800000;1.790000;1.793000;1.793000;0
08/05/2018;1.840000;1.845000;1.835000;1.835000;1.835000;0
09/05/2018;1.835000;1.845000;1.835000;1.845000;1.845000;0
10/05/2018;1.840000;1.850000;1.840000;1.845000;1.845000;0
11/05/2018;1.850000;1.860000;1.850000;1.860000;1.860000;0
14/05/2018;1.863000;1.868000;1.855000;1.855000;1.855000;0
15/05/2018;1.875000;1.875000;1.870000;1.875000;1.875000;0
16/05/2018;1.870000;1.883000;1.865000;1.865000;1.865000;0
17/05/2018;1.863000;1.875000;1.863000;1.863000;1.863000;0
18/05/2018;1.863000;1.863000;1.853000;1.855000;1.855000;0
21/05/2018;1.858000;1.868000;1.858000;1.863000;1.863000;0
22/05/2018;1.890000;1.893000;1.890000;1.893000;1.893000;0
23/05/2018;1.888000;1.890000;1.873000;1.873000;1.873000;0
24/05/2018;1.860000;1.865000;1.858000;1.860000;1.860000;0
25/05/2018;1.855000;1.858000;1.840000;1.853000;1.853000;0
29/05/2018;1.850000;1.858000;1.840000;1.840000;1.840000;0
30/05/2018;1.893000;1.893000;1.875000;1.878000;1.878000;0
31/05/2018;1.880000;1.880000;1.870000;1.870000;1.870000;0
01/06/2018;1.868000;1.878000;1.865000;1.868000;1.868000;0
04/06/2018;1.865000;1.880000;1.860000;1.865000;1.865000;0
05/06/2018;1.905000;1.910000;1.900000;1.903000;1.903000;0
06/06/2018;1.913000;1.915000;1.900000;1.900000;1.900000;0
07/06/2018;1.900000;1.900000;1.883000;1.885000;1.885000;0
08/06/2018;1.885000;1.885000;1.880000;1.880000;1.880000;0
11/06/2018;1.878000;1.878000;1.860000;1.868000;1.868000;0
12/06/2018;1.905000;1.905000;1.888000;1.888000;1.888000;0
13/06/2018;1.885000;1.898000;1.883000;1.895000;1.895000;0
14/06/2018;1.883000;1.883000;1.873000;1.883000;1.883000;0
15/06/2018;1.880000;1.888000;1.880000;1.888000;1.888000;0
18/06/2018;1.885000;1.893000;1.883000;1.883000;1.883000;0
19/06/2018;1.890000;1.898000;1.890000;1.898000;1.898000;0
20/06/2018;1.888000;1.890000;1.880000;1.888000;1.888000;0
21/06/2018;1.888000;1.890000;1.885000;1.890000;1.890000;0
22/06/2018;1.888000;1.888000;1.868000;1.870000;1.870000;0
25/06/2018;1.865000;1.870000;1.853000;1.853000;1.853000;0
26/06/2018;1.893000;1.898000;1.890000;1.893000;1.893000;0
27/06/2018;1.883000;1.890000;1.880000;1.880000;1.880000;0
28/06/2018;1.878000;1.893000;1.878000;1.880000;1.880000;0
29/06/2018;1.878000;1.885000;1.875000;1.880000;1.880000;0
02/07/2018;1.875000;1.895000;1.875000;1.895000;1.895000;0
03/07/2018;1.935000;1.935000;1.933000;1.933000;1.933000;0
05/07/2018;1.915000;1.915000;1.910000;1.910000;1.910000;0
06/07/2018;1.905000;1.908000;1.905000;1.905000;1.905000;0
09/07/2018;1.910000;1.920000;1.910000;1.915000;1.915000;0
10/07/2018;1.938000;1.940000;1.935000;1.935000;1.935000;0
11/07/2018;1.928000;1.933000;1.918000;1.920000;1.920000;0
12/07/2018;1.920000;1.928000;1.905000;1.928000;1.928000;0
13/07/2018;1.920000;1.928000;1.920000;1.928000;1.928000;0
16/07/2018;1.935000;1.945000;1.935000;1.938000;1.938000;0
17/07/2018;1.968000;1.978000;1.968000;1.975000;1.975000;0
18/07/2018;1.970000;1.970000;1.958000;1.960000;1.960000;0
19/07/2018;1.950000;1.953000;1.943000;1.948000;1.948000;0
20/07/2018;1.945000;1.945000;1.933000;1.933000;1.933000;0
23/07/2018;1.925000;1.930000;1.920000;1.920000;1.920000;0
24/07/2018;1.960000;1.963000;1.960000;1.960000;1.960000;0
25/07/2018;1.965000;1.965000;1.953000;1.953000;1.953000;0
26/07/2018;1.948000;1.950000;1.945000;1.945000;1.945000;0
27/07/2018;1.943000;1.945000;1.943000;1.945000;1.945000;0
30/07/2018;1.950000;1.958000;1.945000;1.945000;1.945000;0
31/07/2018;1.990000;1.995000;1.983000;1.985000;1.985000;0
01/08/2018;1.980000;1.988000;1.978000;1.978000;1.978000;0
02/08/2018;1.973000;1.973000;1.955000;1.965000;1.965000;0
03/08/2018;1.960000;1.965000;1.960000;1.960000;1.960000;0
06/08/2018;1.970000;1.973000;1.965000;1.968000;1.968000;0
07/08/2018;2.010000;2.013000;2.005000;2.008000;2.008000;0
08/08/2018;2.008000;2.013000;2.005000;2.008000;2.008000;0
09/08/2018;2.010000;2.010000;2.003000;2.005000;2.005000;0
10/08/2018;2.000000;2.000000;1.995000;2.000000;2.000000;0
13/08/2018;2.000000;2.005000;1.995000;1.995000;1.995000;0
14/08/2018;2.025000;2.033000;2.023000;2.033000;2.033000;0
15/08/2018;2.035000;2.038000;2.020000;2.020000;2.020000;0
16/08/2018;2.020000;2.020000;2.013000;2.015000;2.015000;0
17/08/2018;2.003000;2.005000;1.993000;1.995000;1.995000;0
20/08/2018;1.995000;1.995000;1.993000;1.993000;1.993000;0
21/08/2018;2.030000;2.035000;2.030000;2.035000;2.035000;0
22/08/2018;2.035000;2.035000;2.035000;2.035000;2.035000;0
23/08/2018;2.028000;2.033000;2.025000;2.033000;2.033000;0
24/08/2018;2.035000;2.048000;2.035000;2.048000;2.048000;0
27/08/2018;2.050000;2.060000;2.050000;2.060000;2.060000;0
28/08/2018;2.075000;2.078000;2.075000;2.078000;2.078000;0
29/08/2018;2.075000;2.080000;2.075000;2.080000;2.080000;0
30/08/2018;2.073000;2.073000;2.055000;2.058000;2.058000;0
31/08/2018;2.055000;2.060000;2.055000;2.055000;2.055000;0
04/09/2018;2.058000;2.078000;2.058000;2.068000;2.068000;0
05/09/2018;2.090000;2.090000;2.090000;2.090000;2.090000;0
06/09/2018;2.080000;2.083000;2.078000;2.080000;2.080000;0
07/09/2018;2.083000;2.093000;2.083000;2.088000;2.088000;0
10/09/2018;2.085000;2.093000;2.083000;2.083000;2.083000;0
11/09/2018;2.105000;2.108000;2.105000;2.108000;2.108000;0
12/09/2018;2.105000;2.105000;2.105000;2.105000;2.105000;0
13/09/2018;2.093000;2.093000;2.090000;2.093000;2.093000;0
14/09/2018;2.095000;2.103000;2.095000;2.103000;2.103000;0
17/09/2018;2.110000;2.110000;2.105000;2.108000;2.108000;0
18/09/2018;2.118000;2.133000;2.118000;2.125000;2.125000;0
19/09/2018;2.125000;2.138000;2.120000;2.120000;2.120000;0
20/09/2018;2.118000;2.125000;2.118000;2.118000;2.118000;0
21/09/2018;2.120000;2.125000;2.120000;2.123000;2.123000;0
24/09/2018;2.128000;2.133000;2.123000;2.123000;2.123000;0
25/09/2018;2.170000;2.170000;2.165000;2.168000;2.168000;0
26/09/2018;2.160000;2.170000;2.150000;2.160000;2.160000;0
27/09/2018;2.140000;2.153000;2.135000;2.140000;2.140000;0
28/09/2018;2.145000;2.158000;2.145000;2.150000;2.150000;0
01/10/2018;2.158000;2.163000;2.153000;2.155000;2.155000;0
02/10/2018;2.173000;2.178000;2.168000;2.175000;2.175000;0
03/10/2018;2.175000;2.175000;2.170000;2.170000;2.170000;0
04/10/2018;2.170000;2.173000;2.168000;2.170000;2.170000;0
05/10/2018;2.165000;2.168000;2.163000;2.165000;2.165000;0
08/10/2018;2.165000;2.165000;2.165000;2.165000;2.165000;0
09/10/2018;2.170000;2.195000;2.170000;2.185000;2.185000;0
10/10/2018;2.220000;2.225000;2.220000;2.220000;2.220000;0
11/10/2018;2.218000;2.220000;2.215000;2.215000;2.215000;0
12/10/2018;2.218000;2.218000;2.218000;2.218000;2.218000;0
15/10/2018;2.225000;2.235000;2.223000;2.230000;2.230000;0
16/10/2018;2.265000;2.265000;2.255000;2.260000;2.260000;0
17/10/2018;2.260000;2.270000;2.260000;2.260000;2.260000;0
18/10/2018;2.258000;2.260000;2.255000;2.255000;2.255000;0
19/10/2018;2.255000;2.260000;2.255000;2.260000;2.260000;0
22/10/2018;2.258000;2.260000;2.258000;2.258000;2.258000;0
23/10/2018;2.285000;2.290000;2.285000;2.290000;2.290000;0
